caso_id,llamante_descripcion,llamante_genero,llamante_vinculo_ninios_presentes,violencia_tipo,victima_edad,victima_rango_etario,victima_genero,victima_cantidad,agresor_cantidad,agresor_genero,agresor_relacion_victima,llamado_derivacion,llamado_fecha,llamado_hora,llamado_region
457587,Víctima,Masculino,Padre,Psicológica,28,18 a 29 años,Masculino,1,1,Femenino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-18,01:46,Ns/Nc
457588,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-18,01:50,Ns/Nc
457589,Víctima,Femenino,No hay niñas/os,Física y psicológica,31,30 a 39 años,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,01:55,Pampeana
457590,Familiar,Femenino,Otro familiar,Física y psicológica,4,0 a 5 años,Masculino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,02:03,Metropolitana
457591,Comisaría,Femenino,No hay niñas/os,Física y psicológica,36,30 a 39 años,Femenino,1,1,Masculino,Ex pareja,La víctima no aceptó la intervención del Equipo Móvil,2024-01-18,02:13,Metropolitana
457592,Víctima,Femenino,No hay niñas/os,Psicológica,19,18 a 29 años,Femenino,1,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-18,03:17,Ns/Nc
457593,Víctima,Femenino,NS/NC,Psicológica,48,40 a 49 años,Femenino,3,1,Masculino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-18,04:55,Metropolitana
457594,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-18,05:11,Metropolitana
445083,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,05:29,Pampeana
457595,Agresor/a,Masculino,NS/NC,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-18,05:51,NEA
457596,Víctima,Femenino,Madre,Psicológica,39,30 a 39 años,Femenino,4,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-18,06:20,Metropolitana
457597,Vecina/o,Femenino,Otro/a no familiar,Psicológica,4,0 a 5 años,Masculino,2,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-18,06:32,NOA
457598,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,07:18,Metropolitana
457599,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,09:45,Metropolitana
445083,Víctima,Femenino,No hay niñas/os,Física y psicológica,24,18 a 29 años,Femenino,1,2,Masculino,Otro/a no conviviente,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-18,11:25,Pampeana
"457600,Víctima,Femenino,Madre,""Económica, física y psicológica"",42,40 a 49 años,Femenino,1,1,Femenino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-18,11:57,Metropolitana"
457603,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,2,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-18,12:58,Metropolitana
456961,Víctima,Femenino,Madre,Psicológica,39,30 a 39 años,Femenino,1,1,Femenino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-18,13:23,Metropolitana
457607,Familiar,Femenino,Otro familiar,Física y psicológica,Sin dato,Sin dato,NS/NC,2,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,14:36,Metropolitana
457608,Víctima,Femenino,No hay niñas/os,Psicológica,45,40 a 49 años,Femenino,1,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-18,14:45,Metropolitana
457606,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,3,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-18,14:59,PAMPEANA
457610,Víctima,Masculino,Padre,Psicológica,Sin dato,Sin dato,Masculino,1,1,Femenino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-18,15:22,Metropolitana
457611,Otra/o sobre una situación de conflicto familiar,Femenino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,16:01,Metropolitana
457612,Agresor/a,Femenino,Madre,Psicológica,10,06 a 11 años,Masculino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,16:14,Metropolitana
457613,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,16:14,NOA
457616,Víctima,Femenino,Madre,Psicológica,44,40 a 49 años,Femenino,2,1,Masculino,Pareja,Se planificó intervención para otro momento,2024-01-18,17:42,Metropolitana
457617,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,17:56,Metropolitana
457618,Víctima,Femenino,No hay niñas/os,Física y psicológica,21,18 a 29 años,Femenino,2,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-18,18:06,NOA
457620,Familiar,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,NS/NC,2,0,NS/NC,Pareja,Llamante solicitó información y/o orientación,2024-01-18,18:39,Metropolitana
457621,Víctima,Femenino,Madre,Psicológica,45,40 a 49 años,Femenino,1,1,Masculino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-18,19:04,Metropolitana
456253,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,19:25,Metropolitana
457616,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Otras,2024-01-18,19:26,Metropolitana
456253,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-18,19:35,Metropolitana
457623,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,3,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-19,01:24,Metropolitana
457624,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-19,01:36,Patagonia
457625,Familiar,Femenino,Otro familiar,Psicológica,Sin dato,Sin dato,Masculino,6,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-19,01:54,Pampeana
457626,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,3,1,Masculino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-19,02:38,Metropolitana
457627,Víctima,Femenino,No hay niñas/os,Psicológica,19,18 a 29 años,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-19,03:08,Metropolitana
457481,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-19,06:49,Metropolitana
237334,Hospital,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,2,1,Masculino,Ex pareja,La víctima no aceptó la intervención del Equipo Móvil,2024-01-19,06:53,Metropolitana
457628,Otra/o sobre una situación de conflicto familiar,Masculino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-19,07:09,Metropolitana
457622,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-19,07:44,Metropolitana
457358,Víctima,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Masculino,1,1,Masculino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-19,09:48,Patagonia
457629,Víctima,Masculino,Padre,Psicológica,44,40 a 49 años,Masculino,3,1,Masculino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-19,10:09,Metropolitana
457631,Víctima,Femenino,Hermano/a,Física y psicológica,17,12 a 17 años,Femenino,2,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-19,10:54,Metropolitana
457632,Familiar,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Masculino,2,2,Femenino,Pareja,Llamante solicitó información y/o orientación,2024-01-19,10:56,Metropolitana
457616,Otra Institución,Femenino,Otro/a no familiar,Física y psicológica,Sin dato,Sin dato,Femenino,2,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-19,12:11,Metropolitana
457634,Víctima,Femenino,No hay niñas/os,Económica y psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-19,12:17,Metropolitana
457636,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,5,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-19,12:30,Metropolitana
457591,Otra Institución,Masculino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Pareja,Llamante solicitó información y/o orientación,2024-01-19,12:54,Metropolitana
457637,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,NS/NC,2,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-19,15:06,Metropolitana
457639,Víctima,Femenino,NS/NC,Física y psicológica,70,Más de 60 años,Femenino,1,1,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-19,15:53,Metropolitana
457640,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Ex pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-19,16:12,Metropolitana
457641,Víctima,Masculino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Masculino,1,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-19,16:16,Metropolitana
457642,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-19,16:38,Metropolitana
457643,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-19,16:57,Metropolitana
457644,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-19,19:02,Pampeana
457242,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Otras,2024-01-19,19:19,Metropolitana
457645,Víctima,Masculino,Hermano/a,Física y psicológica,15,12 a 17 años,Masculino,1,2,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-19,21:59,Metropolitana
457647,Víctima,Femenino,Madre,Física y psicológica,18,18 a 29 años,Femenino,2,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-20,02:22,Metropolitana
457648,Otra/o sobre una situación de conflicto familiar,Masculino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,02:25,Metropolitana
457648,Otra/o sobre una situación de conflicto familiar,Masculino,Padre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,02:29,Metropolitana
457649,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,2,1,Masculino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-20,02:34,Metropolitana
457650,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,02:36,Metropolitana
457651,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,04:00,Ns/Nc
457652,NS/NC,Masculino,Padre,Psicológica,Sin dato,Sin dato,Femenino,2,1,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-20,06:03,Metropolitana
457653,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,07:20,Ns/Nc
457656,Familiar,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Hermano/a,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-20,12:06,Metropolitana
457657,Víctima,Femenino,Madre,Física y psicológica,34,30 a 39 años,Femenino,1,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-20,12:19,Metropolitana
457658,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,12:57,Metropolitana
457659,Víctima,Femenino,Madre,Psicológica,24,18 a 29 años,Femenino,3,1,Masculino,Ex pareja,No había móviles y/o Equipos para realizar la intervención,2024-01-20,13:01,Metropolitana
457660,Familiar,Masculino,Padre,Psicológica,11,06 a 11 años,Masculino,4,1,Masculino,Padrastro,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-20,13:16,Cuyo
457662,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,16:47,Metropolitana
457663,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,16:55,Metropolitana
457664,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,16:57,Metropolitana
411589,Víctima,Femenino,Madre,Física y psicológica,33,30 a 39 años,Femenino,6,1,Femenino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-20,17:19,Metropolitana
457667,Otro/a,Masculino,Otro/a no familiar,Psicológica,Sin dato,Sin dato,Femenino,2,1,Femenino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-20,17:23,NOA
457453,Víctima,Femenino,No hay niñas/os,Psicológica,67,Más de 60 años,Femenino,1,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-20,17:26,Metropolitana
457668,Víctima,Femenino,Madre,Física y psicológica,29,18 a 29 años,Femenino,1,1,Masculino,Pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-20,18:14,Pampeana
457671,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,21:07,Ns/Nc
457672,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,21:10,Ns/Nc
457675,NS/NC,NS/NC,No hay niñas/os,Física y psicológica,24,18 a 29 años,Femenino,1,1,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-20,22:24,Metropolitana
457674,Víctima,Femenino,Madre,Psicológica,Sin dato,Sin dato,Femenino,3,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-20,22:24,NOA
457676,Víctima,Femenino,NS/NC,Psicológica,Sin dato,Sin dato,Femenino,1,3,NS/NC,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-20,22:48,NOA
440785,Víctima,Femenino,NS/NC,Psicológica,Sin dato,Sin dato,Femenino,1,1,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-20,23:01,Metropolitana
457677,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,23:07,Ns/Nc
457678,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-20,23:09,Ns/Nc
457679,Familiar,Masculino,Padre,Psicológica,12,12 a 17 años,Femenino,1,2,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-21,00:28,Metropolitana
457680,Familiar,Femenino,Otro familiar,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-21,00:59,Patagonia
457686,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-21,01:22,Ns/Nc
457269,Víctima,Masculino,NS/NC,Psicológica,17,12 a 17 años,Masculino,1,2,Femenino,NS/NC,Llamante solicitó información y/o orientación,2024-01-21,01:31,Metropolitana
457680,Profesionales de la Línea 137,NS/NC,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Otras,2024-01-21,02:35,Patagonia
457688,Víctima,NS/NC,NS/NC,Psicológica,17,12 a 17 años,NS/NC,1,1,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-21,02:44,Metropolitana
457689,Víctima,Femenino,NS/NC,Física y psicológica,14,12 a 17 años,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-21,05:43,Ns/Nc
457691,Familiar,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,NS/NC,3,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-21,12:15,NOA
457692,Otra/o sobre una situación de conflicto familiar,Femenino,Otro/a no familiar,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-21,12:43,Metropolitana
457693,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-21,16:16,Metropolitana
457479,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-21,16:30,PAMPEANA
457694,Víctima,Femenino,Madre,Psicológica,32,30 a 39 años,Femenino,1,1,Masculino,Ex pareja,La víctima no aceptó la intervención del Equipo Móvil,2024-01-21,19:59,Metropolitana
457695,Víctima,Femenino,NS/NC,Física y psicológica,21,18 a 29 años,Femenino,1,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-21,22:10,Metropolitana
457696,Víctima,Femenino,Madre,Física y psicológica,38,30 a 39 años,Femenino,3,2,Masculino,Otro/a no conviviente,Llamante solicitó información y/o orientación,2024-01-21,23:44,Metropolitana
457697,Familiar,Masculino,Padre,Física y psicológica,7,06 a 11 años,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-22,00:52,PAMPEANA
457702,Otra/o sobre una situación de conflicto familiar,Femenino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,06:02,Metropolitana
457703,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,07:08,Metropolitana
457704,Familiar,Femenino,Otro familiar,Psicológica,Sin dato,Sin dato,NS/NC,1,1,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-22,11:50,Metropolitana
457705,Otro/a,Femenino,NS/NC,Física y psicológica,30,30 a 39 años,Femenino,1,2,NS/NC,Madre,Llamante solicitó información y/o orientación,2024-01-22,12:20,PAMPEANA
457707,Familiar,Masculino,Padre,Física y psicológica,Sin dato,Sin dato,Femenino,2,1,Femenino,Hijo/a,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-22,13:20,Pampeana
452107,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,13:35,Metropolitana
457708,Familiar,Femenino,Otro familiar,Psicológica,17,12 a 17 años,Femenino,1,1,Masculino,Ex pareja,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-22,13:36,Metropolitana
457710,Otra Institución,Femenino,Otro/a no familiar,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-22,15:14,Pampeana
457711,Familiar,Femenino,Madre,Psicológica,5,0 a 5 años,Masculino,1,1,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-22,16:06,Metropolitana
457712,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,16:22,PAMPEANA
457713,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,16:31,PAMPEANA
457714,Otra/o sobre una situación de conflicto familiar,NS/NC,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-22,16:37,Cuyo
457716,Víctima,Femenino,No hay niñas/os,Física y psicológica,62,Más de 60 años,Femenino,1,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-22,16:54,Metropolitana
457715,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,3,1,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-22,16:54,Metropolitana
457717,Vecina/o,Femenino,Otro/a no familiar,Física y psicológica,Sin dato,Sin dato,NS/NC,4,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-22,17:04,Metropolitana
457718,NS/NC,Femenino,No hay niñas/os,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Madre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-22,17:18,Metropolitana
457719,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-22,18:24,Metropolitana
457720,Familiar,Masculino,No hay niñas/os,Física y psicológica,27,18 a 29 años,Femenino,1,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-22,19:48,Metropolitana
457721,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-22,19:57,Metropolitana
457727,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,01:01,Metropolitana
15369,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-23,09:06,Metropolitana
457730,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No Aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,10:33,Metropolitana
457731,Otra/o sobre una situación de conflicto familiar,Masculino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,10:44,Metropolitana
457733,Otra/o sobre una situación de conflicto familiar,Femenino,NS/NC,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,10:59,Metropolitana
457732,Otra/o sobre una situación de conflicto familiar,Femenino,Madre,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,11:01,Metropolitana
457734,Familiar,Femenino,Otro familiar,Psicológica,83,Más de 60 años,Femenino,1,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-23,11:26,Ns/Nc
457735,Otra/o sobre una situación de conflicto familiar,Masculino,No hay niñas/os,No aplica,Sin dato,Sin dato,NS/NC,0,0,NS/NC,NS/NC,Se trata de un conflicto familiar,2024-01-23,11:26,Metropolitana
457245,Vecina/o,Femenino,Otro/a no familiar,Psicológica,96,Más de 60 años,Femenino,1,1,Masculino,Hijo/a,Está interviniendo o se deriva a otra institución,2024-01-23,12:25,Metropolitana
457736,Familiar,Femenino,Otro/a no familiar,Psicológica,16,12 a 17 años,Femenino,2,1,Masculino,Madre,Llamante solicitó información y/o orientación,2024-01-23,13:41,Metropolitana
457737,Otra Institución,Femenino,Otro/a no familiar,Física y psicológica,18,18 a 29 años,Femenino,2,1,Masculino,Pareja,Llamante solicitó información y/o orientación,2024-01-23,13:43,Metropolitana
457738,Víctima,Masculino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Masculino,1,1,Femenino,Hermano/a,Llamante solicitó información y/o orientación,2024-01-23,13:44,Metropolitana
457739,Víctima,Femenino,Madre,Física y psicológica,Sin dato,Sin dato,Femenino,1,1,Femenino,Otro/a conviviente,Llamante solicitó información y/o orientación,2024-01-23,13:48,Metropolitana
457740,Víctima,Femenino,Otro familiar,Física y psicológica,24,18 a 29 años,Femenino,4,1,Masculino,Padre,Llamante solicitó información y/o orientación,2024-01-23,16:55,Cuyo
457741,Familiar,Femenino,Madre,Psicológica,10,06 a 11 años,NS/NC,3,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-23,16:58,Metropolitana
457742,Víctima,Femenino,No hay niñas/os,Psicológica,Sin dato,Sin dato,Femenino,1,1,Masculino,Ex pareja,Llamante solicitó información y/o orientación,2024-01-23,17:38,Metropolitana
456608,Familiar,Masculino,Padre,Física y psicológica,7,06 a 11 años,Femenino,1,1,Femenino,Madre,Llamante solicitó información y/o orientación,2024-01-23,18:08,Metropolitana
457744,Familiar,Femenino,Otro familiar,Física y psicológica,6,06 a 11 años,Masculino,1,1,Masculino,Padrastro,Llamante solicitó información y/o orientación,2024-01-23,18:23,Metropolitana
457743,Familiar,Masculino,No hay niñas/os,Psicológica,75,Más de 60 años,Masculino,3,1,Masculino,Hijo/a,Llamante solicitó información y/o orientación,2024-01-23,18:23,Metropolitana
456218,NS/NC,NS/NC,NS/NC,Psicológica,Sin dato,Sin dato,NS/NC,1,1,NS/NC,NS/NC,Llamante solicitó información y/o orientación,2024-01-23,18:53,NEA
457745,Familiar,Femenino,Otro familiar,Física y psicológica,10,06 a 11 años,Masculino,5,2,Masculino,Padre,No se desplazó un Equipo móvil por tratarse de un caso fuera de CABA,2024-01-23,19:24,Pampeana
